animation,animatedline,plot_0_0_display_line_animation,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_0_0_display_line_animation_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_0_0_display_line_animation_ssim_map.png
animation,animatedline,plot_0_1_display_line_animation,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_0_1_display_line_animation_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_0_1_display_line_animation_ssim_map.png
animation,animatedline,plot_0_2_display_line_animation,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_0_2_display_line_animation_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_0_2_display_line_animation_ssim_map.png
animation,animatedline,plot_1_0_specify_animated_line_color,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_1_0_specify_animated_line_color_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_1_0_specify_animated_line_color_ssim_map.png
animation,animatedline,plot_2_0_set_maximum_number_of_points,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_2_0_set_maximum_number_of_points_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_2_0_set_maximum_number_of_points_ssim_map.png
animation,animatedline,plot_3_0_add_points_in_sets_for_fast_animation,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_3_0_add_points_in_sets_for_fast_animation_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_3_0_add_points_in_sets_for_fast_animation_ssim_map.png
animation,animatedline,plot_4_0_use_drawnow_limitrate_for_fast_animation,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_4_0_use_drawnow_limitrate_for_fast_animation_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_4_0_use_drawnow_limitrate_for_fast_animation_ssim_map.png
animation,animatedline,plot_5_0_control_animation_speed,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_5_0_control_animation_speed_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/animatedline/plot_5_0_control_animation_speed_ssim_map.png
animation,comet,plot_0_0_create_comet_plot,https://chart-studio.plotly.com/~danton267/24,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet/plot_0_0_create_comet_plot_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet/plot_0_0_create_comet_plot_ssim_map.png
animation,comet,plot_1_0_control_comet_body_length,https://chart-studio.plotly.com/~danton267/26,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet/plot_1_0_control_comet_body_length_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet/plot_1_0_control_comet_body_length_ssim_map.png
animation,comet,plot_2_0_create_plots_in_specified_axes,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet/plot_2_0_create_plots_in_specified_axes_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet/plot_2_0_create_plots_in_specified_axes_ssim_map.png
animation,comet3,plot_0_0_create_3_d_comet_plot,https://chart-studio.plotly.com/~danton267/29,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet3/plot_0_0_create_3_d_comet_plot_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet3/plot_0_0_create_3_d_comet_plot_ssim_map.png
animation,comet3,plot_1_0_control_comet_body_length,https://chart-studio.plotly.com/~danton267/31,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet3/plot_1_0_control_comet_body_length_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet3/plot_1_0_control_comet_body_length_ssim_map.png
animation,comet3,plot_2_0_plot_data_in_specified_axes,error,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet3/plot_2_0_plot_data_in_specified_axes_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/animation/comet3/plot_2_0_plot_data_in_specified_axes_ssim_map.png
contour-plots,contour,plot_0_0_contours_of_a_function,https://chart-studio.plotly.com/~danton267/35,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_0_0_contours_of_a_function_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_0_0_contours_of_a_function_ssim_map.png
contour-plots,contour,plot_1_0_contours_at_twenty_levels,https://chart-studio.plotly.com/~danton267/37,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_1_0_contours_at_twenty_levels_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_1_0_contours_at_twenty_levels_ssim_map.png
contour-plots,contour,plot_2_0_contours_at_one_level,https://chart-studio.plotly.com/~danton267/39,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_2_0_contours_at_one_level_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_2_0_contours_at_one_level_ssim_map.png
contour-plots,contour,plot_3_0_dashed_contour_lines,https://chart-studio.plotly.com/~danton267/41,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_3_0_dashed_contour_lines_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_3_0_dashed_contour_lines_ssim_map.png
contour-plots,contour,plot_4_0_contours_with_labels,https://chart-studio.plotly.com/~danton267/43,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_4_0_contours_with_labels_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_4_0_contours_with_labels_ssim_map.png
contour-plots,contour,plot_5_0_custom_line_width,https://chart-studio.plotly.com/~danton267/45,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_5_0_custom_line_width_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_5_0_custom_line_width_ssim_map.png
contour-plots,contour,plot_6_0_contours_over_discontinuous_surface,https://chart-studio.plotly.com/~danton267/47,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_6_0_contours_over_discontinuous_surface_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour/plot_6_0_contours_over_discontinuous_surface_ssim_map.png
contour-plots,contour3,plot_0_0_contours_of_sphere,https://chart-studio.plotly.com/~danton267/50,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour3/plot_0_0_contours_of_sphere_montage.png,https://raw.githubusercontent.com/plotly/ssim_baselines/main/out_matlab/matlab/contour-plots/contour3/plot_0_0_contours_of_sphere_ssim_map.png
